FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,cooperative_type,cooperative_nom,geometry
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69d6,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.42563 10.363305, 0.42548 10.362393333333333, 0.4258883333333333 10.362359999999999, 0.4260816666666667 10.363301666666667, 0.42563 10.363305)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69d7,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.4260916666666666 10.363290000000001, 0.4260916666666666 10.363290000000001, 0.4260916666666666 10.363290000000001, 0.4266183333333334 10.363185, 0.426415 10.362323333333334, 0.425920729119857 10.362367105621344, 0.4260916666666666 10.363290000000001)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69d8,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4263566666666667 10.361816666666666, 0.4264016666666667 10.362311666666667, 0.42547 10.36238, 0.4254263289111999 10.36194038176302, 0.4263566666666667 10.361816666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69d9,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.426305 10.36134, 0.4253583333333333 10.36149, 0.425355 10.361488333333334, 0.42541 10.361916666666668, 0.4263566666666667 10.361803333333334, 0.426305 10.36134)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69da,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.4252766666666667 10.360541666666668, 0.4253516666666667 10.361473333333333, 0.4263 10.361336666666666, 0.4261716666666667 10.360448333333332, 0.4261716666666667 10.360449999999998, 0.4252766666666667 10.360541666666668)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69db,Savanes,Oti,Oti 1,Mango,N/a,Cooperative production,Nsp,"MULTIPOLYGON (((0.4260716666666667 10.359546666666667, 0.426175 10.360436666666667, 0.4252766666666667 10.360516666666665, 0.4252954465015654 10.360515787496414, 0.4252954465015654 10.360515787496414, 0.4252954465015654 10.360515787496414, 0.4252954465015654 10.360515787496414, 0.4253775229580296 10.35968536687807, 0.4260716666666667 10.359546666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69dc,Savanes,Oti,Oti 1,Mango,N/a,Cooperative production,Nsp,"MULTIPOLYGON (((0.4244666666666667 10.370245, 0.4245866666666667 10.371153333333332, 0.4236433333333334 10.371296666666666, 0.4236516666666666 10.370365, 0.4244666666666667 10.370245)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69dd,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.4255516666666667 10.367131666666667, 0.425565 10.368128333333335, 0.4251966666666667 10.368165, 0.4251833333333333 10.368175, 0.424435 10.368306666666665, 0.4244010916021947 10.367493063055717, 0.4255516666666667 10.367131666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69de,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.42622 10.360428333333335, 0.42712 10.36035, 0.42712 10.36035, 0.42725 10.361228333333335, 0.4263066666666667 10.361333333333333, 0.42622 10.360428333333335)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69df,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.426095 10.359535, 0.4270016666666667 10.359376666666666, 0.4270033333333334 10.359376666666666, 0.4268966666666667 10.358751666666667, 0.4268950824123232 10.358752099355888, 0.4260473192925535 10.358987959961388, 0.426095 10.359535)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69e0,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4868616666666667 10.321846666666666, 0.4869536425310418 10.322669764059151, 0.4860828673586373 10.32284879377195, 0.4859589528648894 10.32200702979718, 0.4868616666666667 10.321846666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69e1,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.486952821144126 10.322681941779818, 0.48715 10.323409999999999, 0.486167591952101 10.323645356517813, 0.4860704597322322 10.322868298758863, 0.486952821144126 10.322681941779818)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69e2,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4871520751100606 10.323412703491414, 0.4872826001789682 10.324374259943609, 0.4863005197875525 10.324590236129273, 0.4861578940045668 10.323665206051052, 0.4871520751100606 10.323412703491414)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69e3,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4872833333333333 10.324401399663996, 0.4874513342281742 10.32549591401513, 0.4864977789933557 10.325634464775746, 0.4863103279642888 10.32461978420536, 0.4872833333333333 10.324401399663996)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69e4,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4853794096909556 10.325746785755491, 0.4853794096909556 10.325746785755491, 0.4853794096909556 10.325746785755491, 0.4864733333333334 10.325586666666668, 0.4862714663216382 10.324606842238776, 0.4853140970285491 10.324670800103867, 0.4853794096909556 10.325746785755491)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69e5,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4861416666666667 10.323644999999999, 0.4862716666666667 10.324594999999999, 0.4853066666666667 10.324653333333334, 0.485155545417118 10.32383021751806, 0.4861416666666667 10.323644999999999)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69e6,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4850416666666666 10.322731666666666, 0.4851516666666667 10.323815, 0.4861416666666667 10.323644999999999, 0.4860252395109116 10.322591498848093, 0.4850416666666666 10.322731666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69e7,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4859083333333333 10.321886666666668, 0.48601 10.322579999999999, 0.485055 10.322718333333334, 0.4849377705360367 10.32188589572577, 0.4859083333333333 10.321886666666668)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69e8,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4848833333333333 10.320945, 0.484945 10.321863333333333, 0.4859083333333333 10.321869999999999, 0.4857843131022028 10.320839278074217, 0.4848833333333333 10.320945)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69e9,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.485775 10.32083, 0.485645 10.319865, 0.484725 10.320008333333334, 0.4849183333333333 10.320936666666666, 0.485775 10.32083)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69ea,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.484523807015426 10.31902748647186, 0.485553061091419 10.319032074528664, 0.4856387048183963 10.319859454105353, 0.4847302695715316 10.319995566457157, 0.484523807015426 10.31902748647186)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69eb,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4855365743091153 10.319007283114626, 0.4853896886070683 10.318166489096013, 0.484358956180636 10.318217139338099, 0.4845109069068914 10.319002218090418, 0.4855365743091153 10.319007283114626)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69ec,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4843768257723523 10.31718187066731, 0.4843240209313422 10.316121373443691, 0.4832987269350629 10.316072969006099, 0.4833735337931604 10.31711586461605, 0.4843768257723523 10.31718187066731)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69ed,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4834866666666667 10.318218333333334, 0.4833862151432776 10.317150509894743, 0.4843907303771687 10.317217477577003, 0.4844481312476768 10.31820285918739, 0.4834866666666667 10.318218333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69ee,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4835883998780615 10.319080714885668, 0.4834947993496612 10.318241190146322, 0.4843570089347491 10.318230552659156, 0.4844908564180574 10.319007611659474, 0.4835883998780615 10.319080714885668)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69ef,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4838883333333334 10.320971666666667, 0.4837683333333333 10.320045, 0.4846947772555781 10.31987673488214, 0.484895106837391 10.320934288721013, 0.4838883333333334 10.320971666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69f0,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4840506627470753 10.321932201649647, 0.4839133333333334 10.320978333333333, 0.4848683929675577 10.320949170292916, 0.48494060479356 10.321885594617203, 0.4840506627470753 10.321932201649647)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69f1,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4841833333333333 10.322846666666667, 0.4840383333333334 10.321953333333333, 0.4849351576240074 10.321899891833864, 0.4850423106561399 10.322724504298538, 0.4850423106561399 10.322724504298538, 0.4841833333333333 10.322846666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69f2,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4843321956573939 10.323829006815384, 0.4841866666666667 10.322846666666667, 0.4850322829645081 10.322738608947379, 0.4851347771691565 10.323821786337412, 0.4843321956573939 10.323829006815384)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69f3,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.48434 10.324743333333334, 0.4843216666666666 10.323843333333334, 0.4851464286186243 10.32383602614254, 0.4852999930824827 10.324665964424739, 0.48434 10.324743333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69f4,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4853651191612385 10.325756043056085, 0.48426 10.325908333333333, 0.484325 10.324755000000001, 0.4852973764024232 10.32466944620356, 0.4853651191612385 10.325756043056085)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69f5,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4836216666666667 10.324785, 0.48381 10.326106666666668, 0.4842422855543414 10.325910907692414, 0.4843107790901394 10.32474925732528, 0.4836216666666667 10.324785)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69f6,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4835366666666667 10.323874880852232, 0.4836183333333333 10.324781666666667, 0.4843081635388173 10.324733774584159, 0.4843062636059668 10.323862609932963, 0.4835366666666667 10.323874880852232)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69f7,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4832583333333334 10.322911666666666, 0.4833466666666667 10.323863333333332, 0.4843248473579889 10.323847403093016, 0.4841837326145417 10.322859599888885, 0.4832583333333334 10.322911666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69f8,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.483117521555309 10.322086840572954, 0.4832533333333334 10.32289, 0.4841751599072528 10.322847828533865, 0.4840407774429049 10.321976831079757, 0.4831050773207777 10.322073885081789, 0.483117521555309 10.322086840572954)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69f9,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4829433333333333 10.321071666666667, 0.4830783333333333 10.322033333333334, 0.4840378124897904 10.321955046937294, 0.4839024021249678 10.320999436648403, 0.4829433333333333 10.321071666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69fa,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4837529030866464 10.320042504506704, 0.4827816666666667 10.32023, 0.482945 10.321055, 0.4838812137500395 10.320978976915267, 0.4837529030866464 10.320042504506704)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69fb,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4835769670198362 10.319118005533218, 0.4837415334948539 10.320025671479835, 0.4827764741885778 10.320212491218866, 0.4826335479974127 10.319429255691281, 0.4835769670198362 10.319118005533218)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69fc,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.482385 10.319503333333333, 0.4822233333333333 10.318286666666667, 0.4834866666666667 10.318241666666667, 0.4834866666666667 10.318241666666667, 0.483575 10.319105, 0.482385 10.319503333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69fd,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4834744981884805 10.318230215896056, 0.4833759335151713 10.317147221337473, 0.4820942454688741 10.31680214710519, 0.482225876588227 10.318243161464421, 0.4834744981884805 10.318230215896056)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69fe,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.483235 10.322881666666666, 0.4827733333333333 10.322903333333333, 0.4824883333333334 10.319921666666666, 0.482465 10.319505, 0.4826435752954653 10.319551332391198, 0.4827695938904439 10.320251995779278, 0.4829283773201171 10.32106607590284, 0.483064477402694 10.322041459827979, 0.4830947218654888 10.322104469125469, 0.483235 10.322881666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69ff,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4738781497510298 10.322945157190713, 0.4740274613173914 10.322912806351333, 0.4742315204580858 10.322880455511955, 0.474674478104959 10.322845616146472, 0.474674478104959 10.322845616146472, 0.4747118059965495 10.322830684989835, 0.4747814847275183 10.323748951122964, 0.4739727137430589 10.323791256066766, 0.4738781497510298 10.322945157190713)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a00,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4707916666666667 10.321358333333334, 0.470705 10.320438333333334, 0.4715633333333333 10.32032, 0.471635 10.320913333333333, 0.4716466666666667 10.321073333333334, 0.47168 10.321245000000001, 0.4707916666666667 10.321358333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a01,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4726333333333334 10.321166666666667, 0.4727116666666667 10.32115, 0.47296 10.321135, 0.4730283333333333 10.321125, 0.4730983333333333 10.321116666666667, 0.47319 10.321105, 0.4733833333333333 10.321083333333332, 0.473505 10.32106, 0.4735733333333334 10.321033333333332, 0.4736166666666667 10.321003333333334, 0.4736566666666667 10.320988333333334, 0.4736683333333334 10.321088333333334, 0.4736966666666667 10.321251666666665, 0.4737183333333334 10.321606666666666, 0.4737183333333334 10.321776666666667, 0.4737383333333333 10.321878333333332, 0.4737466666666667 10.321963333333334, 0.4727983333333333 10.322006666666665, 0.4727983333333333 10.322008333333335, 0.4726333333333334 10.321166666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a02,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4757983333333333 10.323565, 0.4763033333333333 10.323486666666668, 0.4763116666666667 10.324074999999999, 0.4763283333333333 10.324296666666667, 0.4758883333333334 10.324285, 0.4757983333333333 10.323565)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a03,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.472545 10.320203333333334, 0.4725816666666667 10.320205, 0.4726433333333333 10.320205, 0.472685 10.320206666666667, 0.47271 10.320203333333334, 0.4727766666666666 10.320188333333334, 0.4728566666666667 10.320176666666667, 0.472915 10.320166666666667, 0.4729483333333333 10.320163333333333, 0.47303 10.32016, 0.47312 10.320145, 0.47322 10.320128333333335, 0.4732866666666667 10.320116666666667, 0.4733766666666667 10.320121666666667, 0.47349 10.320121666666667, 0.473505 10.320245, 0.473515 10.320458333333333, 0.47352 10.320508333333333, 0.4735283333333333 10.320623333333334, 0.473545 10.32075, 0.4735666666666667 10.320879999999999, 0.47366 10.320981666666666, 0.473085 10.321091666666666, 0.4728683333333333 10.321110000000001, 0.4727516666666667 10.321118333333335, 0.4726233333333333 10.321136666666666, 0.4726216666666667 10.321136666666666, 0.472545 10.320203333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a04,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.471805 10.322136666666667, 0.471675 10.321263333333333, 0.4712916666666667 10.321304999999999, 0.4712383333333333 10.32131, 0.4711716666666667 10.321325, 0.4710283333333333 10.321338333333333, 0.4708633333333333 10.321361666666666, 0.4707933333333333 10.321373333333334, 0.4708066666666666 10.32149, 0.4708116666666667 10.321526666666667, 0.47087 10.321850000000001, 0.4709183333333333 10.3222, 0.4709383333333334 10.32226, 0.471805 10.322136666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a05,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4709183333333333 10.32225, 0.4700483333333334 10.32242, 0.4700483333333334 10.322418333333333, 0.4699983333333334 10.322188333333335, 0.469965 10.321968333333333, 0.469945 10.321798333333334, 0.46988 10.32147, 0.469895 10.32147, 0.470025 10.321448333333333, 0.47013 10.321439999999999, 0.4701983333333333 10.321431666666665, 0.4702816666666666 10.321421666666668, 0.4703333333333333 10.321411666666668, 0.4704133333333333 10.321411666666668, 0.47048 10.321405, 0.4705516666666666 10.321398333333333, 0.4706333333333334 10.321385, 0.4706866666666666 10.32138, 0.4707583333333333 10.321376666666668, 0.47076 10.321378333333334, 0.4709183333333333 10.32225)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a06,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4756766666666667 10.322635, 0.4760766666666666 10.322593333333334, 0.476075 10.32259, 0.4760883333333333 10.323493333333333, 0.4757866666666667 10.323556666666667, 0.4756766666666667 10.322635)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a07,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4754566666666667 10.32046, 0.4760533333333333 10.320458333333333, 0.4760183333333333 10.32102, 0.4760183333333333 10.321253333333335, 0.476025 10.321541666666667, 0.4760183333333333 10.321821666666667, 0.4760366666666667 10.322188333333335, 0.476025 10.322436666666666, 0.4760316666666667 10.322458333333334, 0.4760383333333333 10.322551666666667, 0.4756716666666667 10.322624999999999, 0.475665 10.322618333333333, 0.4754566666666667 10.32046)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a08,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4724633333333334 10.319218333333334, 0.472605 10.319201666666666, 0.4726366666666666 10.3192, 0.473095 10.319135, 0.4731816666666667 10.319886666666667, 0.4732066666666667 10.32001, 0.4732183333333334 10.320113333333333, 0.4726816666666667 10.320188333333334, 0.47254 10.320195, 0.4724633333333334 10.319218333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a09,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4710716666666667 10.323133333333335, 0.4709466666666666 10.322273333333333, 0.471795 10.322156666666666, 0.4718216666666667 10.322176666666667, 0.4719533333333333 10.323115, 0.4710716666666667 10.323133333333335)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a0a,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4711683333333333 10.324128333333334, 0.4710633333333333 10.323158333333334, 0.471065 10.323151666666666, 0.4711766666666667 10.323155000000002, 0.4712216666666666 10.32315, 0.4713516666666667 10.32315, 0.4714933333333333 10.323143333333332, 0.4717966666666667 10.323138333333333, 0.4719416666666667 10.323138333333333, 0.4719966666666667 10.3239, 0.47201 10.324071666666667, 0.4719533333333333 10.324081666666666, 0.4711783333333334 10.324141666666666, 0.4711683333333333 10.324128333333334)))"
