FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,cooperative_nom,cooperative_statut,cooperative_type,geometry
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f35,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Abieri-bossou,Coopérative Yatanachie,{Cooperative production},Nsp,POINT (0.6863103880036032 10.235911920153763)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f34,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Katchitoka,Coopérative Gorebempoute,{Cooperative production},Nsp,POINT (0.6331753288280716 10.233996071397943)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f33,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Baoule,Coopérative Gnemeyetibou,{Cooperative production},Nsp,POINT (0.5780872656086323 10.262595142447491)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f32,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Sagbiebou-centre,Coopérative Timonkpere,{Cooperative production},Nsp,POINT (0.6466158860444154 10.24429868070439)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f31,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Kpayo,Coopérative Agri Kpayo,{Cooperative production},Nsp,POINT (0.7027843047177135 10.22850562785653)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f30,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Dileka,Coopérative Yereya,{Cooperative production},Nsp,POINT (0.6339816666666667 10.247813333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f2f,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Bongari,Coopérative Tanalafie,{Cooperative production},Nsp,POINT (0.6828033333333334 10.278646666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f2e,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Bongari,Coopérative Gpc Bonali,{Cooperative production},Nsp,POINT (0.6918375470990282 10.265014929699628)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f2d,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Nandjabosso,Coopérative Al Hamdou,{Cooperative production},Nsp,POINT (0.6510066666666667 10.259718333333332)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f2c,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Nandja Bosso,Coopérative Gpc Nadja Bosso,{Cooperative production},Nsp,POINT (0.6513020391196407 10.257315335939598)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f2b,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Katitchitoga,Coopérative Outorte,{Cooperative production},Nsp,POINT (0.6351766666666666 10.240486666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f2a,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Katchitoka,Coopérative Monnobe,{Cooperative production},Nsp,POINT (0.6442233333333333 10.243178333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f29,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Baoule,Coopérative Gpc Baoule,{Cooperative production},Nsp,POINT (0.578065460378071 10.262611768456019)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f28,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Sagbiebou Centre,Coopérative Awerechi,{Cooperative production},Nsp,POINT (0.6450614859045141 10.24390381552259)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f27,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Baoule,Coopérative Agri Baoule,{Cooperative production},Nsp,POINT (0.576919068764001 10.260798242388303)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f26,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Baoule,Coopérative Agri Baoule,{Cooperative production},Nsp,POINT (0.5652672674138474 10.25110381110902)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f25,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Sagbiebou Centre,Coopérative delewende,{Cooperative production},Nsp,POINT (0.6426411177275779 10.24391751135071)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f24,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Pansieri Zongo,Coopérative Zama lafia,{Cooperative transformation},Cooperative avec conseil d administration,POINT (0.7519816666666667 10.707445)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f23,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Pansieri Zongo,Coopérative Montodiba,{autre},Nsp,POINT (0.7521866666666667 10.707473333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f22,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tchamonga Centre,Coopérative Potaalmen de Tchamonga,{Cooperative production},Cooperative avec conseil d administration,POINT (0.7335340628870604 10.564923033680438)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f21,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Mogou Centre,Coopérative Baanlatifaï,{Cooperative production},Nsp,POINT (0.6443787590800963 10.38395089205732)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f20,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Kpokou,Coopérative Nirekibande de Kpokou,{Cooperative production},Nsp,POINT (0.7335416645088727 10.564943331642723)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f1f,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tchamonga,Coopérative Nitore de Tchamonga Centre,{Cooperative production},Nsp,POINT (0.7335333333333334 10.56495)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f1e,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Nagnongou,Coopérative Timonfissere de Nagnongou,{Cooperative production},Nsp,POINT (0.7335516853721306 10.564955247495595)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f1d,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Kpokou,Coopérative Oumenye de Kpokou,{Cooperative production},Nsp,POINT (0.7335433333333333 10.564948333333332)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f1c,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tchamonga Centre,Coopérative Timongnikini de Tchamonga Centre,{Cooperative production},Nsp,POINT (0.7335516064097914 10.564941702823903)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f1b,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tchamonga Centre,Coopérative Yempabe de Tchamonga Centre,{Cooperative production},Nsp,POINT (0.7335516666666667 10.564955000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f1a,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Ibassandja,Coopérative N'djo-monfore de Ibassandja,{Cooperative production},Nsp,POINT (0.73354 10.564948333333332)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f19,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Natembaga,Coopérative Nikpere de Natembaga,{Cooperative production},Nsp,POINT (0.7335511600728751 10.564979786940246)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f18,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Botchakou,Coopérative langate like2,{Cooperative production},Cooperative simple,POINT (0.7780058105129671 10.635160968997585)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f17,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tchamonga Centre,Coopérative Union Centrale des Coopérative de Producteurs de Maïs,{Cooperative production},Cooperative avec conseil d administration,POINT (0.7348430413900272 10.557793670454183)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f16,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Nassikou,Coopérative Timondjikpele,{Cooperative production},Cooperative avec conseil d administration,POINT (0.7355846226481696 10.577683443513713)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f15,Savanes,Tône,Tône 1,Natigou,Natigou-centre,Coopérative Gpc Natigou Centre,{Cooperative production},Cooperative simple,POINT (0.2714056604351136 10.980441208103631)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f14,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Toupienga,Coopérative Titankiyoure,{Cooperative production},Cooperative avec conseil d administration,POINT (0.7803646619118665 10.57256750716749)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f13,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tchamonga Centre,Coopérative Timonfore,{Cooperative production},Cooperative avec conseil d administration,POINT (0.714653008409219 10.591961426881474)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f12,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tchamonga Centre,Coopérative Nimompo,{Cooperative production},Cooperative avec conseil d administration,POINT (0.7382827472068776 10.570905812203959)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f11,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tchamonga Centre,Coopérative Timondo,{Cooperative production},Cooperative avec conseil d administration,POINT (0.7750743671256648 10.543698922673784)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f10,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tchamonga Centre,Coopérative Talk-mbounde,{Cooperative production},Cooperative avec conseil d administration,POINT (0.7033717668909878 10.586325088665982)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f0f,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tchamonga Centre,Coopérative Kougnotakou,{Cooperative production},Cooperative avec conseil d administration,POINT (0.7667829852617455 10.51248175859867)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f0e,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Botchakou,Coopérative langate like 1,{Cooperative production},Cooperative avec conseil d administration,POINT (0.7479693594926212 10.567168856323132)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f0d,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Dakpari,Coopérative Tiyayie Tilieb,{Cooperative production},Cooperative avec conseil d administration,POINT (0.7338291382402277 10.569476484169885)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f0c,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Soumbo,Coopérative Bentie,{Cooperative production},Cooperative simple,POINT (0.7192802272020964 10.525216589322257)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f0b,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tontondi,Coopérative Niyabito,{Cooperative production},Nsp,POINT (0.560195 10.483978333333335)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f0a,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Barmonni,Coopérative Ouwientou,{Cooperative production},Nsp,POINT (0.5696866666666666 10.48676)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f09,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tontondi,Coopérative Timonbe,{tontine},Nsp,POINT (0.560575 10.483413333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f08,Savanes,Tône,Tône 1,Natigou,Natigou 2,Coopérative Moïnibe,{Cooperative production},Cooperative avec conseil d administration,POINT (0.2652906739676543 11.006088476169037)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f07,Savanes,Tône,Tône 1,Natigou,Timangue,Coopérative San-indo,{Cooperative production},Cooperative simple,POINT (0.2682633333333334 10.976126666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f06,Savanes,Tône,Tône 1,Natigou,Tidjoate,Coopérative Tintode-liebe,{Cooperative transformation},Cooperative simple,POINT (0.2834100321309388 10.96415759896866)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f05,Savanes,Tône,Tône 1,Natigou,Natigou 2,Coopérative Mondo,{Cooperative production},Cooperative avec conseil d administration,POINT (0.2723399302303188 11.002952376414568)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f04,Savanes,Tône,Tône 1,Natigou,Kpassongue,Coopérative Yanfome,{Cooperative production},Cooperative simple,POINT (0.2768343443475637 10.985636862253129)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f03,Savanes,Tône,Tône 1,Natigou,Natigou-centre,Coopérative Yoagba,{Cooperative production},Cooperative simple,POINT (0.271355 10.980458333333335)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f02,Savanes,Tône,Tône 1,Natigou,Bougou,Coopérative Mondo,{Cooperative production},Cooperative avec conseil d administration,POINT (0.25408 10.984514999999998)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f01,Savanes,Tône,Tône 1,Natigou,Natigou-centre,Coopérative Monyable,{Cooperative production},Cooperative simple,POINT (0.2714627906437723 10.980560301554624)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4f00,Savanes,Tône,Tône 1,Natigou,Natigou-centre,Coopérative de lampouguine,{Cooperative production},Cooperative simple,POINT (0.271905 10.980246666666668)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eff,Savanes,Tône,Tône 1,Natigou,Tidonte,Coopérative Monyabte,{Cooperative production},Cooperative avec conseil d administration,POINT (0.2978288003343116 10.986701527284827)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4efe,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Gougnieri,Coopérative Bonfossou1,{Cooperative production},Nsp,POINT (0.6347960887037776 10.352662257635222)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4efd,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Natiaga,Coopérative Timonfie,{Cooperative production},Nsp,POINT (0.6361242478776579 10.383965376385861)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4efc,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Mogou Centre,Coopérative Sossoh de Mogou Centre,{Cooperative production},Nsp,POINT (0.6471624863993954 10.38721632975713)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4efb,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Tchabare,Coopérative Passongue de Tchabare,{Cooperative production},Nsp,POINT (0.6545266666666667 10.395154999999999)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4efa,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Kougnieri,Coopérative Kebeyayonayedi,"{Cooperative production,entraide,small business}",Nsp,POINT (0.6346866666666667 10.374593333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ef9,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Mogou Centre,Coopérative Akorom_abla 2,{Cooperative production},Nsp,POINT (0.6450383791960437 10.384912706348654)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ef8,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Nafouri,Coopérative Adagneme,{Cooperative production},Nsp,POINT (0.6358033333333334 10.334615000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ef7,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Kougnieri,Coopérative Wofie,"{Cooperative production,entraide}",Nsp,POINT (0.6441634408213541 10.38316728792346)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ef6,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Kougnieri,Coopérative Miekounou de Kougnieri,{Cooperative production},Nsp,POINT (0.6287961237608397 10.355670937862799)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ef5,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Nayoh,Coopérative Minto de Nayoh,{Cooperative production},Nsp,POINT (0.6404375387537263 10.385860670342469)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ef4,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Nafouri,Coopérative Yayo-anien,{Cooperative production},Nsp,POINT (0.6436896192946912 10.38319057097294)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ef3,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Namoumale,Coopérative Gpc Namoumale,{Cooperative production},Nsp,POINT (0.614505 10.420948333333335)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ef2,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Fiegou,Coopérative Imenyi,{Cooperative production},Nsp,POINT (0.6444566666666667 10.383935000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ef1,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Gbeti,Coopérative Nimon,{Cooperative production},Nsp,POINT (0.6139166666666667 10.421033333333332)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ef0,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Nafouri,Coopérative Sossoh,{Cooperative production},Nsp,POINT (0.6443983333333333 10.383225000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eef,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Gbeti,Coopérative lanpoukini,{Cooperative production},Nsp,POINT (0.6122680393531437 10.418502269861902)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eee,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Bakanou,Coopérative Motak-me,{Cooperative production},Nsp,POINT (0.6535431841683634 10.340488934512573)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eed,Savanes,Oti-Sud,Oti-Sud 1,Mogou,N/a,Coopérative Bangati-tifore,{Cooperative production},Nsp,POINT (0.6525516666666668 10.341861666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eec,Savanes,Oti-Sud,Oti-Sud 1,Gando,Kounanoungou,Coopérative Apwonkou,"{Cooperative production,entraide}",Cooperative simple,POINT (0.8596966666666667 10.229826666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eeb,Savanes,Oti-Sud,Oti-Sud 1,Gando,Kounanoungou,Coopérative Koumoumba,"{Cooperative production,entraide}",Cooperative simple,POINT (0.859675 10.229848333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eea,Savanes,Oti-Sud,Oti-Sud 1,Gando,Djiedjabou,Coopérative Yekoronoukassou,{Cooperative production},Nsp,POINT (0.7322405173196247 10.321003906164155)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ee9,Savanes,Oti-Sud,Oti-Sud 1,Gando,Djeidjabou,Coopérative Gpc Djeidjabou,{Cooperative production},Nsp,POINT (0.7220293423042379 10.32755533748194)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ee8,Savanes,Oti-Sud,Oti-Sud 1,Gando,Djiedjabou,Coopérative Boundouri,{Cooperative production},Nsp,POINT (0.7236183333333333 10.316966666666668)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ee7,Savanes,Oti-Sud,Oti-Sud 1,Gando,Namoni,Coopérative Anoche,{Cooperative production},Nsp,POINT (0.7430249999999999 10.329996666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ee6,Savanes,Oti-Sud,Oti-Sud 1,Gando,Djeidjabou,Coopérative Union Solidarité,{Cooperative production},Nsp,POINT (0.7210769175226371 10.309472146243422)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ee5,Savanes,Oti-Sud,Oti-Sud 1,Gando,Yacle,Coopérative Ougnonkpan1,{Cooperative production},Nsp,POINT (0.8277066666666666 10.289998333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ee4,Savanes,Oti-Sud,Oti-Sud 1,Gando,Takpapieni,Coopérative Ouwiemote,{Cooperative production},Nsp,POINT (0.86799 10.25925)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ee3,Savanes,Oti-Sud,Oti-Sud 1,Gando,Dje-bouri,Coopérative Timonbounde,{Cooperative production},Nsp,POINT (0.749895 10.342915)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ee2,Savanes,Oti-Sud,Oti-Sud 1,Gando,Dje-bouri,Coopérative Mimom-ba,{Cooperative production},Nsp,POINT (0.7494833333333334 10.348331666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ee1,Savanes,Oti-Sud,Oti-Sud 1,Gando,Gando,Coopérative Yalala,{Cooperative production},Nsp,POINT (0.7546482156012764 10.324932821945147)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ee0,Savanes,Oti-Sud,Oti-Sud 1,Gando,Gando,Coopérative Mimonpouki,{small business},Nsp,POINT (0.7504309076516487 10.320328856799305)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4edf,Savanes,Oti-Sud,Oti-Sud 1,Gando,Gando,Coopérative Mimompe,{Cooperative production},Nsp,POINT (0.7519710106035269 10.332580739043102)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ede,Savanes,Oti-Sud,Oti-Sud 1,Gando,Gando,Coopérative ligolmon,{Cooperative production},Nsp,POINT (0.7578065220738626 10.341023367294818)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4edd,Savanes,Oti-Sud,Oti-Sud 1,Gando,Gando,Coopérative Ababori,{Cooperative production},Nsp,POINT (0.7417506317985104 10.321207818380188)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4edc,Savanes,Oti-Sud,Oti-Sud 1,Gando,Gando,Coopérative Gnemedechire,{Cooperative production},Nsp,POINT (0.7367493855264258 10.316289470000013)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4edb,Savanes,Oti-Sud,Oti-Sud 1,Gando,Wogou,Coopérative Timonliere,{Cooperative production},Nsp,POINT (0.6981083333333333 10.350165)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eda,Savanes,Oti-Sud,Oti-Sud 1,Gando,Dje-bouri,Coopérative Momadjo,{Cooperative production},Nsp,POINT (0.7558531855189263 10.352396132470163)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ed9,Savanes,Oti-Sud,Oti-Sud 1,Gando,Nadagou,Coopérative Namomba,{Cooperative production},Nsp,POINT (0.7489916666666667 10.324265)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ed8,Savanes,Oti-Sud,Oti-Sud 1,Gando,Sinkpale,Coopérative Kpanale,{Cooperative production},Nsp,POINT (0.7974733333333333 10.318438333333335)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ed7,Savanes,Oti-Sud,Oti-Sud 2,Koumongou,Nagangou,Coopérative Anokoun,{Cooperative production},Nsp,POINT (0.46400496164528 10.10098530008015)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ed6,Savanes,Oti-Sud,Oti-Sud 2,Koumongou,Nassoukou,Coopérative Gpc Nassoukou,{Cooperative production},Nsp,POINT (0.3909613451437291 10.099029582442558)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ed5,Savanes,Oti-Sud,Oti-Sud 2,Koumongou,Nalo-gbandi,Coopérative Yessagayo,{Cooperative production},Nsp,POINT (0.4398408306986732 10.186426985789602)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ed4,Savanes,Oti-Sud,Oti-Sud 2,Koumongou,Nandiki,Coopérative Yanien-gneme,{Cooperative production},Nsp,POINT (0.4722662856073319 10.176471340367819)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ed3,Savanes,Oti-Sud,Oti-Sud 2,Koumongou,Nandiki,Coopérative Gpc Nandiki,{Cooperative production},Nsp,POINT (0.4742424335357352 10.173764923674904)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ed2,Savanes,Oti-Sud,Oti-Sud 2,Koumongou,Koumongou-centre,Coopérative lkouloumon,{Cooperative production},Nsp,POINT (0.4474541906877758 10.178918915778318)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ed1,Savanes,Oti-Sud,Oti-Sud 2,Koumongou,Koumongou-centre,Coopérative Gpc Koumongou,{Cooperative production},Nsp,POINT (0.4486038862128382 10.17778239076118)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ed0,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,Sandong,Coopérative Kanu-ka-jied,{Cooperative production},Nsp,POINT (0.2442433333333333 10.679976666666668)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ecf,Savanes,Oti-Sud,Oti-Sud 2,Koumongou,Koumongou-centre,Coopérative Zaap Nabounde,{Cooperative production},Nsp,POINT (0.4440946552533727 10.177671113246824)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ece,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Tolongou,Coopérative Gpc Tolongou,{Cooperative production},Nsp,POINT (0.1490416666666667 10.517638333333332)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ecd,Savanes,Oti-Sud,Oti-Sud 2,Koumongou,Koumongou-centre,Coopérative Makpaan,{Cooperative production},Nsp,POINT (0.4448257019925916 10.179956398936268)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ecc,Savanes,Oti-Sud,Oti-Sud 2,Koumongou,Koumongou-centre,Coopérative N'gnokpa,{Cooperative production},Nsp,POINT (0.4444912940855632 10.178813763341195)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ecb,Savanes,Oti-Sud,Oti-Sud 2,Koumongou,Koumongou-centre,Coopérative Nwetin,{Cooperative production},Nsp,POINT (0.4455111904333101 10.178617838351652)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eca,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Nassikou,Coopérative Gpc Nassikou,{Cooperative production},Nsp,POINT (0.7286856630607479 10.216710594685734)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ec9,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Nassikou,Coopérative Agri de Nassikou,{Cooperative production},Nsp,POINT (0.7274284191254751 10.217892359169687)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ec8,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Nassikou,Coopérative Alleloua,{Cooperative production},Nsp,POINT (0.7280559285585841 10.218026072895945)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ec7,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Sangole,Coopérative Afiema-dima,{Cooperative production},Nsp,POINT (0.6207583333333333 10.197523333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ec6,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Sangole,Coopérative Gpc Sangole,{Cooperative production},Nsp,POINT (0.6320277095799379 10.209228315078892)
